Disease,Region,Latitude,Longitude,Altitude,Animal_Type,Animal_Ownership,Immunization_Status,Identification_Method,Community_HDA_Identified,Animal_Image
Brucellosis,Gambella,7.616961667,34.39735167,519.6,Goat,No,Not vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/34649110?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1689699955983.jpg
Brucellosis,Gambella,8.271415,34.5786117,460.6,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,5.0715289,44.9136354,168.1,Goat,No,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/34263678?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1688296737863.jpg
Brucellosis,Oromia,3.8934049,38.5644908,1297.1,Goat,Yes,Brucellosis vaccinated,During campaign,No,
Brucellosis,Oromia,3.7404667,38.5790633,1347.4,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.1942696,34.2678735,399.5,Goat,Yes,Brucellosis vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/34134462?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1687526278124.jpg
Brucellosis,Oromia,3.7482611,38.5806107,1315.9,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.622035,35.6649533,2514.7,Cow,No,Brucellosis vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/34121097?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1687504612085.jpg
Brucellosis,Gambella,8.1936279,34.267738,450.6,Sheep,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/34076828?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1687335752431.jpg
Brucellosis,Somali,5.3562452,40.7338446,1074.289939,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/34058118?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1686828472690.jpg
Brucellosis,Somali,5.0744583,44.9123233,228.3,Goat,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/33788517?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1686149317732.jpg
Brucellosis,Somali,5.0726178,44.9138679,177.5999908,Goat,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/33788499?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1686153490115.jpg
Brucellosis,Gambella,8.2688276,34.5827737,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,11.2964541,36.2418115,0.0,Sheep,Yes,Brucellosis vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/33400333?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1684912533489.jpg
Brucellosis,Somali,5.6065156,44.1781584,217.5,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/32878222?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1682567816207.jpg
Brucellosis,Somali,5.5902368,44.2070711,213.0,Donkey/Horse/Mule,No,Not vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/32878221?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1682493190980.jpg
Brucellosis,Gambella,8.3319375,33.9579516,408.0,Goat,Yes,Not vaccinated,Spiritual and traditional healing center,Yes,
Brucellosis,Gambella,8.3317969,33.9580811,408.4,Cow,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.271327,34.5785876,375.4,Cow,No,Not vaccinated,Community gathering,Yes,
Brucellosis,Benshangul Gumuz,11.2928113,36.2374887,0.0,Cow,No,Brucellosis vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/32470893?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1680315142005.jpg
Brucellosis,Oromia,4.8898795,38.1088554,1665.761185,Goat,Yes,Not vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/32458839?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1680243902009.jpg
Brucellosis,Somali,5.597051,44.2028981,226.5,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/32455394?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1680206695494.jpg
Brucellosis,Oromia,3.9069341,38.850156,1184.465767,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,5.8012668,43.5330908,282.5378418,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/32403537?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677769640730.jpg
Brucellosis,Somali,5.8011125,43.5327598,252.75177,Goat,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/32403536?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677769432155.jpg
Brucellosis,Somali,5.8011063,43.5327618,252.866333,Goat,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/32403535?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677769075918.jpg
Brucellosis,Somali,5.8011019,43.5327743,255.7460938,Goat,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/32403534?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677768692369.jpg
Brucellosis,Somali,5.8011184,43.5327453,257.3170166,Goat,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/32403533?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677768314769.jpg
Brucellosis,Benshangul Gumuz,10.5783817,35.71328,2512.5,Cow,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/32336725?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1678890310660.jpg
Brucellosis,Benshangul Gumuz,10.5782827,35.7132873,2510.9,Goat,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/32336724?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1678890098230.jpg
Brucellosis,Oromia,3.9082199,38.4706946,1342.9,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,3.908185,38.4707052,1344.1,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.2158707,38.7142829,1274.371647,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/31889997?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677423326943.jpg
Brucellosis,Oromia,4.21808,38.7172014,1273.747751,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/31889996?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1677422641565.jpg
Brucellosis,Oromia,4.1180547,39.0495497,1321.346968,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Oromia,4.3366304,37.6443522,953.8797888,Goat,Yes,Not vaccinated,Health Facility,Yes,
Brucellosis,Oromia,4.3366778,37.6441755,953.7186877,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Oromia,4.336649,37.6443777,942.0463347,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.4896124,37.7333463,1094.115771,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Oromia,3.6552514,38.9597897,1177.2,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.1921173,34.2674257,426.2,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/31593584?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1675334774180.jpg
Brucellosis,Gambella,8.1935591,34.2673969,408.6,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/31591490?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1675317090231.jpg
Brucellosis,Gambella,8.332709,33.9594978,0.0,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.4893958,37.7332924,1107.17853,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.4898753,37.7332973,1093.393105,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.3321063,33.958055,401.7,Cow,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.1942859,34.2679454,429.9,Goat,Yes,Not vaccinated,During campaign,No,http://api.ona.io/api/v1/files/31165071?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1672494627894.jpg
Brucellosis,Oromia,3.6860616,38.9036141,1176.82705,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,3.5766416,39.0416426,1165.4,Cow,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/31115008?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1672128008209.jpg
Brucellosis,Oromia,3.6078152,38.8362698,1248.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,3.5943216,39.0303733,1105.085359,Cow,Yes,Not vaccinated,House to house visit,No,
Brucellosis,Oromia,3.6861133,38.9035904,1175.912143,Camel,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,SNNP,7.0566917,35.5009812,1688.822,Goat,Yes,Brucellosis vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.1465994,34.1925438,440.8,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/30541395?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1669906488993.jpg
Brucellosis,Gambella,8.1975116,34.2623921,708.5,Cow,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/30438120?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1669563778741.jpg
Brucellosis,Gambella,8.2553573,34.5932242,446.8999939,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,11.2976694,36.2432528,0.0,Sheep,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/29979693?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1666347526751.jpg
Brucellosis,Gambella,8.330726,33.9581525,33.0,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29927306?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1667400576338.jpg
Brucellosis,Benshangul Gumuz,10.57241167,34.35844167,718.1,Goat,Yes,Brucellosis vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/29877798?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1666854686710.jpg
Brucellosis,Gambella,8.1922635,34.2652546,1085.1,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/29859428?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1667045127016.jpg
Brucellosis,Benshangul Gumuz,10.53549,34.50985,1289.2,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.1983681,34.2671752,497.4,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29700736?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1666442460713.jpg
Brucellosis,Benshangul Gumuz,10.0527877,34.5382843,1552.3,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.0527619,34.5381545,1531.6,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,7.9128521,34.5581123,491.5,Cow,Yes,Brucellosis vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/29656278?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1666251942707.jpg
Brucellosis,Benshangul Gumuz,10.7668958,36.26005,1508.9,Sheep,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/29545374?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1665552142109.jpg
Brucellosis,Benshangul Gumuz,10.7757298,36.2625303,1480.5,Sheep,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/29499559?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1665420064643.jpg
Brucellosis,Benshangul Gumuz,10.57294667,34.35890167,698.9,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/29461924?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1665038614786.jpg
Brucellosis,Oromia,4.0314817,38.34581,1522.9,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.2222686,38.7224985,1282.8,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.2636679,34.5887891,456.1000061,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.1967072,34.2650389,402.7,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/29159423?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1663667134915.jpg
Brucellosis,Oromia,4.1432027,38.9300542,1383.3,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28838591?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1662021674876.jpg
Brucellosis,Oromia,4.1236138,38.9266041,1409.2,Goat,No,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28838338?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1662020548269.jpg
Brucellosis,Oromia,4.1365343,38.9291305,0.0,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/28838245?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1662016978513.jpg
Brucellosis,Oromia,4.1237171,38.9265385,1396.4,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28838231?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1662019466637.jpg
Brucellosis,Gambella,8.2496117,34.5991933,156.1,Cow,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.2655148,34.589957,0.0,Goat,No,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.2003268,34.3161823,426.2,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/28753359?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1661511562018.jpg
Brucellosis,Gambella,8.1994568,34.2615158,391.7,Goat,Yes,Brucellosis vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/28602396?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1660655406665.jpg
Brucellosis,Benshangul Gumuz,10.0527311,34.53827,1533.9,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.052518,34.5382772,1533.9,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.3225868,33.9668296,0.0,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,11.3006316,36.2394664,0.0,Sheep,No,Brucellosis vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/28196469?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1658580900748.jpg
Brucellosis,Gambella,7.8974092,34.5391188,472.2,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/27820338?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1657005602475.jpg
Brucellosis,Gambella,7.8972475,34.5388902,449.0,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/27816470?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1656997692317.jpg
Brucellosis,Gambella,8.1915208,34.2667513,415.3,Goat,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/27781204?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1656787007655.jpg
Brucellosis,Oromia,4.1747384,38.1264093,1604.059082,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.1747425,38.126389,1588.584229,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.1747335,38.1263743,1579.388428,Goat,Yes,Not vaccinated,Health Facility,Yes,
Brucellosis,Somali,9.2556116,40.788642,0.0,Goat,Yes,Not vaccinated,Health Facility,Yes,http://api.ona.io/api/v1/files/27239658?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1655274610599.jpg
Brucellosis,Gambella,8.3348902,33.9643449,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.2690503,34.5834657,0.0,Cow,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.2690503,34.5834657,0.0,Cow,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Benshangul Gumuz,10.0413503,34.5460117,1510.798462,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/27163000?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1652794578676.jpg
Brucellosis,Somali,5.0818223,45.133931,193.1172485,Donkey/Horse/Mule,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/26011652?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1649307129772.jpg
Brucellosis,Oromia,4.1126924,38.6037625,1386.884033,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.1127032,38.6037742,1384.663086,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25578835?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1647580862567.jpg
Brucellosis,Oromia,4.1127095,38.603777,1385.527222,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Oromia,4.1126801,38.6037687,1383.624756,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25578833?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1647580470211.jpg
Brucellosis,Oromia,4.1127196,38.6037388,1387.274658,Goat,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.3322784,33.9634626,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,6.6726476,46.2637666,367.170105,Sheep,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25156053?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646479268703.jpg
Brucellosis,Somali,6.6704608,46.2627019,376.3702393,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25155901?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646479343670.jpg
Brucellosis,Somali,6.6703186,46.2626497,377.5988159,Goat,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25155881?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646464211284.jpg
Brucellosis,Somali,6.6703827,46.2625802,363.3872681,Sheep,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/25155880?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646464043116.jpg
Brucellosis,Somali,6.6700581,46.2631097,374.6612549,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/25155879?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1646463889232.jpg
Brucellosis,Somali,5.1209781,41.8618796,266.0,Goat,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/24781894?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1644437953988.jpg
Brucellosis,Benshangul Gumuz,10.7746612,36.2623492,1515.0,Sheep,No,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/24631318?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1643796181296.jpg
Brucellosis,Gambella,8.2745368,34.5845188,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.1926146,34.2710004,418.0551606,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/24504214?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1643193541973.jpg
Brucellosis,Gambella,8.1706594,34.2360509,447.0367332,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/24171874?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1641368716679.jpg
Brucellosis,Benshangul Gumuz,11.2964844,36.2421724,1199.4,Sheep,Yes,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/24037700?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1640048727952.jpg
Brucellosis,Benshangul Gumuz,11.296863,36.2416316,1203.2,Cow,No,Not vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/24037540?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1640048370841.jpg
Brucellosis,Gambella,8.1926433,34.2647617,416.1092968,Goat,Yes,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/22398419?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1633428116986.jpg
Brucellosis,Benshangul Gumuz,9.8462789,34.6848002,1452.115182,Cow,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/22218425?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632460488489.jpg
Brucellosis,Benshangul Gumuz,9.8462877,34.6847876,1451.351077,Cow,Yes,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/22218424?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632460105122.jpg
Brucellosis,Benshangul Gumuz,9.8463192,34.6847623,1451.872427,Cow,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/22218423?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632459758654.jpg
Brucellosis,Benshangul Gumuz,9.8462549,34.6849126,1453.604362,Cow,Yes,Not vaccinated,Other specify,Yes,http://api.ona.io/api/v1/files/22218422?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632459471556.jpg
Brucellosis,Benshangul Gumuz,9.8462284,34.6848444,1449.49069,Cow,Yes,Not vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/22218421?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632458997573.jpg
Brucellosis,Oromia,4.1908137,38.8212778,1328.189382,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/22208381?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632412003805.jpg
Brucellosis,Oromia,4.1735927,38.8677721,1407.152722,Cow,Yes,Not vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/22208380?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1632400738432.jpg
Brucellosis,Gambella,7.895663,34.5297991,426.0959512,Goat,Yes,Not vaccinated,Community gathering,Yes,
Brucellosis,Gambella,8.2553683,34.5902774,459.1895747,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Somali,5.2957143,44.6943023,194.2020863,Goat,Yes,Not vaccinated,House to house visit,No,http://api.ona.io/api/v1/files/20960732?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1625574989749.jpg
Brucellosis,Benshangul Gumuz,10.536917,34.5121847,1301.935407,Goat,Yes,Brucellosis vaccinated,House to house visit,Yes,http://api.ona.io/api/v1/files/20595867?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1622643003654.jpg
Brucellosis,Gambella,8.2487104,34.5876577,0.0,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.2173916,35.0874633,1112.0,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.2175609,35.0874194,1068.1,Sheep,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Gambella,8.3323202,33.958132,416.7,Cow,Yes,Brucellosis vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.5869,36.18468833,1596.5,Cow,No,Not vaccinated,Other specify,No,http://api.ona.io/api/v1/files/20312342?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1620733999058.jpg
Brucellosis,Benshangul Gumuz,10.67331167,36.15747167,1184.7,Goat,No,Not vaccinated,Animal Market place,No,http://api.ona.io/api/v1/files/20312337?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1620631921903.jpg
Brucellosis,Gambella,7.8964703,34.5403462,488.1139292,Cow,Yes,Not vaccinated,House to house visit,Yes,
Brucellosis,Benshangul Gumuz,10.56375333,36.13972667,1568.7,Cow,Yes,Brucellosis vaccinated,Health Facility,No,http://api.ona.io/api/v1/files/19808731?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1616565215072.jpg
Brucellosis,Benshangul Gumuz,10.60134,36.172545,1569.6,Cow,No,Not vaccinated,Community gathering,Yes,http://api.ona.io/api/v1/files/19808730?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1616487604137.jpg
Brucellosis,Benshangul Gumuz,10.67525333,36.15828167,1070.0,Cow,Yes,Brucellosis vaccinated,Community gathering,No,http://api.ona.io/api/v1/files/19808728?filename=tenager_tadesse/attachments/466122_CGPP_Ethiopia_Surevillance_form_GHS_CGP/1616388599733.jpg
